| customer_id | first_name  | last_name    | total_sales | movies_rented | store_id | country                               | district             | city                       |
|         371 | BILLY       | POULIN       |      149.65 |            35 |        1 | Philippines                           | Southern Tagalog     | Cabuyao                    |
|         513 | DUANE       | TUBBS        |      148.69 |            31 |        2 | Nauru                                 |                      | Yangor                     |
|          86 | JACQUELINE  | LONG         |      148.67 |            33 |        2 | Thailand                              | Songkhla             | Songkhla                   |
|         309 | CHRISTOPHER | GRECO        |      147.69 |            31 |        1 | Italy                                 | Lombardia            | Brescia                    |
|         204 | ROSEMARY    | SCHMIDT      |      147.65 |            35 |        1 | Turkey                                | Usak                 | Usak                       |
|         103 | GLADYS      | HAMILTON     |      146.69 |            31 |        1 | Nigeria                               | Kwara & Kogi         | Ilorin                     |
|         479 | ZACHARY     | HITE         |      146.69 |            31 |        1 | United States                         | Ohio                 | Akron                      |
|         348 | ROGER       | QUINTANILLA  |      146.64 |            36 |        2 | Taiwan                                | Taipei               | Hsichuh                    |
|          87 | WANDA       | PATTERSON    |      145.70 |            30 |        1 | Colombia                              | Sucre                | Sincelejo                  |
|         362 | NICHOLAS    | BARFIELD     |      145.68 |            32 |        1 | Brazil                                | Par                  | Belm                       |
|         172 | BERNICE     | WILLIS       |      145.67 |            33 |        1 | Turkey                                | Batman               | Batman                     |
|         436 | TROY        | QUIGLEY      |      144.70 |            30 |        1 | Canada                                | British Colombia     | Vancouver                  |
|         277 | OLGA        | JIMENEZ      |      144.68 |            32 |        2 | Nigeria                               | Oyo & Osun           | Ogbomosho                  |
|         237 | TANYA       | GILBERT      |      144.67 |            33 |        1 | South Korea                           | Chollanam            | Naju                       |
|          66 | JANICE      | WARD         |      144.66 |            34 |        2 | Sweden                                | Skne ln              | Malm                       |
|           5 | ELIZABETH   | BROWN        |      144.62 |            38 |        1 | Taiwan                                | Nantou               | Nantou                     |
|         337 | JERRY       | JORDON       |      143.71 |            29 |        1 | Japan                                 | Hiroshima            | Onomichi                   |
|         363 | ROY         | WHITING      |      143.71 |            29 |        2 | Kenya                                 | Central              | Nyeri                      |
|         120 | SYLVIA      | ORTIZ        |      143.68 |            32 |        2 | Colombia                              | Risaralda            | Dos Quebradas              |
|         289 | VIOLET      | RODRIQUEZ    |      142.70 |            30 |        1 | Hong Kong                             | Kowloon and New Kowl | Kowloon and New Kowloon    |
|         347 | RYAN        | SALISBURY    |      142.70 |            30 |        2 | Latvia                                | Daugavpils           | Daugavpils                 |
|          46 | CATHERINE   | CAMPBELL     |      142.66 |            34 |        2 | Russian Federation                    | Moscow (City)        | Moscow                     |
|         239 | MINNIE      | ROMERO       |      142.66 |            34 |        2 | Indonesia                             | West Java            | Ciomas                     |
|          39 | DEBRA       | NELSON       |      141.71 |            29 |        1 | Brazil                                | Esprito Santo        | Vila Velha                 |
|         472 | GREG        | ROBINS       |      141.70 |            30 |        1 | Vietnam                               | Nam Ha               | Nam Dinh                   |
|          78 | LORI        | WOOD         |      141.69 |            31 |        1 | India                                 | Uttar Pradesh        | Rae Bareli                 |
|          84 | SARA        | PERRY        |      141.67 |            33 |        2 | Mexico                                | Puebla               | Atlixco                    |
|         533 | JESSIE      | MILAM        |      141.67 |            33 |        1 | China                                 | Shandong             | Binzhou                    |
|         566 | CASEY       | MENA         |      141.66 |            34 |        1 | Turkey                                | Tokat                | Tokat                      |
|         198 | ELSIE       | KELLEY       |      141.63 |            37 |        2 | Nigeria                               | Ondo & Ekiti         | Ikerre                     |
|         494 | RAMON       | CHOATE       |      140.69 |            31 |        2 | Ecuador                               | Chimborazo           | Robamba                    |
|         242 | GLENDA      | FRAZIER      |      140.68 |            32 |        1 | China                                 | Hebei                | Qinhuangdao                |
|          29 | ANGELA      | HERNANDEZ    |      140.64 |            36 |        2 | Japan                                 | Yamaguchi            | Shimonoseki                |
|         146 | JAMIE       | RICE         |      139.71 |            29 |        1 | United States                         | Michigan             | Sterling Heights           |
|         467 | ALVIN       | DELOACH      |      139.71 |            29 |        2 | Mexico                                | Chihuahua            | Cuauhtmoc                  |
|         404 | STANLEY     | SCROGGINS    |      139.70 |            30 |        2 | Japan                                 | Saitama              | Omiya                      |
|         484 | ROBERTO     | VU           |      139.70 |            30 |        1 | China                                 | Ningxia              | Yinchuan                   |
|         114 | GRACE       | ELLIS        |      139.67 |            33 |        2 | Germany                               | Nordrhein-Westfalen  | Duisburg                   |
|         576 | MORRIS      | MCCARTER     |      139.66 |            34 |        2 | Taiwan                                | Kaohsiung            | Fengshan                   |
|         349 | JOE         | GILLILAND    |      138.71 |            29 |        2 | Philippines                           | Southern Tagalog     | Imus                       |
|         482 | MAURICE     | CRAWLEY      |      138.71 |            29 |        1 | Mexico                                | Veracruz             | Coatzacoalcos              |
|         306 | CHARLES     | KOWALSKI     |      138.68 |            32 |        1 | Malaysia                              | Kedah                | Sungai Petani              |
|          51 | ALICE       | STEWART      |      138.67 |            33 |        1 | United States                         | California           | Fontana                    |
|         502 | BRETT       | CORNWELL     |      138.66 |            34 |        1 | India                                 | West Bengali         | Siliguri (Shiliguri)       |
|          80 | MARILYN     | ROSS         |      137.70 |            30 |        1 | Nigeria                               | Oyo & Osun           | Ife                        |
|         210 | ELLA        | OLIVER       |      137.69 |            31 |        2 | Yemen                                 | Aden                 | Aden                       |
|         300 | JOHN        | FARNSWORTH   |      137.69 |            31 |        1 | India                                 | Maharashtra          | Parbhani                   |
|         102 | CRYSTAL     | FORD         |      137.67 |            33 |        1 | Israel                                | Ha Darom             | Ashdod                     |
|         207 | GERTRUDE    | CASTILLO     |      137.66 |            34 |        1 | Greenland                             | Kitaa                | Nuuk                       |
|         200 | JEANNE      | LAWSON       |      136.73 |            27 |        2 | Turkmenistan                          | Ahal                 | Ashgabat                   |
|         380 | RUSSELL     | BRINSON      |      136.64 |            36 |        1 | Poland                                | Slaskie              | Tychy                      |
|           3 | LINDA       | WILLIAMS     |      135.74 |            26 |        1 | Greece                                | Attika               | Athenai                    |
|         285 | MIRIAM      | MCKINNEY     |      135.74 |            26 |        1 | Japan                                 | Shiga                | Otsu                       |
|         558 | JIMMIE      | EGGLESTON    |      135.72 |            28 |        1 | Poland                                | Dolnoslaskie         | Wroclaw                    |
|         448 | MIGUEL      | BETANCOURT   |      135.71 |            29 |        1 | Germany                               | Baijeri              | Erlangen                   |
|          56 | GLORIA      | COOK         |      135.70 |            30 |        1 | French Polynesia                      | Tahiti               | Papeete                    |
|         334 | RAYMOND     | MCWHORTER    |      135.70 |            30 |        2 | Azerbaijan                            | Sumqayit             | Sumqayit                   |
|         279 | DIANNE      | SHELTON      |      135.69 |            31 |        2 | Iran                                  | East Azerbaidzan     | Tabriz                     |
|         125 | ETHEL       | WEBB         |      135.68 |            32 |        1 | South Africa                          | Gauteng              | Boksburg                   |
|         535 | JAVIER      | ELROD        |      135.68 |            32 |        1 | Chad                                  | Chari-Baguirmi       | NDjamna                    |
|         168 | REGINA      | BERRY        |      135.66 |            34 |        1 | China                                 | Gansu                | Jinchang                   |
|         591 | KENT        | ARSENAULT    |      134.73 |            27 |        1 | Brazil                                | Minas Gerais         | Juiz de Fora               |
|         307 | JOSEPH      | JOY          |      134.70 |            30 |        2 | Brazil                                | Rio de Janeiro       | Angra dos Reis             |
|          15 | HELEN       | HARRIS       |      134.68 |            32 |        1 | India                                 | Madhya Pradesh       | Bhopal                     |
|          89 | JULIA       | FLORES       |      134.68 |            32 |        1 | Argentina                             | Buenos Aires         | La Plata                   |
|         520 | MITCHELL    | WESTMORELAND |      134.68 |            32 |        2 | Vietnam                               | Khanh Hoa            | Nha Trang                  |
|         569 | DAVE        | GARDINER     |      134.68 |            32 |        2 | China                                 | Sichuan              | Leshan                     |
|         438 | BARRY       | LOVELACE     |      134.67 |            33 |        1 | Zambia                                | Copperbelt           | Kitwe                      |
|         473 | JORGE       | OLIVARES     |      134.66 |            34 |        2 | Indonesia                             | Aceh                 | Lhokseumawe                |
|         433 | DON         | BONE         |      133.75 |            25 |        1 | Mozambique                            | Nampula              | Naala-Porto                |
|          59 | CHERYL      | MURPHY       |      133.73 |            27 |        1 | India                                 | Karnataka            | Mysore                     |
|          92 | TINA        | SIMMONS      |      133.72 |            28 |        2 | Brazil                                | Gois                 | Goinia                     |
|         504 | NATHANIEL   | ADAM         |      133.72 |            28 |        1 | United States                         | Illinois             | Joliet                     |
|         179 | DANA        | HART         |      133.71 |            29 |        1 | Russian Federation                    | Kirov                | Kirovo-Tepetsk             |
|         265 | JENNIE      | TERRY        |      133.71 |            29 |        2 | Czech Republic                        | Severn Morava        | Olomouc                    |
|         112 | ROSA        | REYNOLDS     |      133.70 |            30 |        2 | United States                         | California           | Lancaster                  |
|         221 | BESSIE      | MORRISON     |      132.72 |            28 |        1 | Italy                                 | Sisilia              | Syrakusa                   |
|         316 | STEVEN      | CURLEY       |      132.71 |            29 |        1 | India                                 | Maharashtra          | Miraj                      |
|         108 | TRACY       | COLE         |      132.70 |            30 |        1 | Mexico                                | Mxico                | Huixquilucan               |
|         319 | RONALD      | WEINER       |      132.70 |            30 |        2 | Mexico                                | Mxico                | San Felipe del Progreso    |
|         560 | JORDAN      | ARCHULETA    |      132.70 |            30 |        1 | Argentina                             | Buenos Aires         | Avellaneda                 |
|         245 | COURTNEY    | DAY          |      132.68 |            32 |        1 | South Korea                           | Kyonggi              | Uijongbu                   |
|          13 | KAREN       | JACKSON      |      131.73 |            27 |        2 | Turkey                                | Osmaniye             | Osmaniye                   |
|         299 | JAMES       | GANNON       |      131.70 |            30 |        2 | Japan                                 | Hiroshima            | Hiroshima                  |
|         314 | GEORGE      | LINTON       |      131.67 |            33 |        1 | Brazil                                | So Paulo             | Sorocaba                   |
|          82 | KATHRYN     | COLEMAN      |      130.74 |            26 |        1 | Ukraine                               | Krim                 | Simferopol                 |
|         594 | EDUARDO     | HIATT        |      130.73 |            27 |        1 | China                                 | Inner Mongolia       | Jining                     |
|          49 | JOYCE       | EDWARDS      |      130.72 |            28 |        2 | Saudi Arabia                          | Mekka                | Jedda                      |
|         154 | MICHELE     | GRANT        |      130.70 |            30 |        2 | China                                 | Shanxi               | Yuncheng                   |
|         141 | DEBBIE      | REYES        |      130.68 |            32 |        1 | Japan                                 | Hiroshima            | Fukuyama                   |
|         342 | HAROLD      | MARTINO      |      130.68 |            32 |        1 | Brazil                                | Roraima              | Boa Vista                  |
|         497 | GILBERT     | SLEDGE       |      129.72 |            28 |        2 | United Kingdom                        | England              | York                       |
|         589 | TRACY       | HERRMANN     |      129.72 |            28 |        1 | Ecuador                               | Loja                 | Loja                       |
|          71 | KATHY       | JAMES        |      129.70 |            30 |        1 | Philippines                           | Eastern Visayas      | Baybay                     |
|         269 | CASSANDRA   | WALTERS      |      129.70 |            30 |        1 | United States                         | California           | Salinas                    |
|         296 | RAMONA      | HALE         |      129.70 |            30 |        2 | India                                 | Punjab               | Patiala                    |
|         584 | SALVADOR    | TEEL         |      129.70 |            30 |        2 | Gambia                                | Banjul               | Banjul                     |
|          35 | VIRGINIA    | GREEN        |      129.68 |            32 |        2 | France                                | Midi-Pyrnes          | Toulouse                   |
|         244 | VIOLA       | HANSON       |      129.68 |            32 |        2 | Philippines                           | Central Visayas      | Lapu-Lapu                  |
|         354 | JUSTIN      | NGO          |      129.64 |            36 |        2 | Brazil                                | So Paulo             | Santo Andr                 |
|           2 | PATRICIA    | JOHNSON      |      128.73 |            27 |        1 | United States                         | California           | San Bernardino             |
|         434 | EDDIE       | TOMLIN       |      128.73 |            27 |        1 | Philippines                           | Northern Mindanao    | Ozamis                     |
|         322 | JASON       | MORRISSEY    |      128.72 |            28 |        1 | Argentina                             | Buenos Aires         | Baha Blanca                |
|          54 | TERESA      | ROGERS       |      128.71 |            29 |        1 | Japan                                 | Yamaguchi            | Iwakuni                    |
|         131 | MONICA      | HICKS        |      128.70 |            30 |        2 | Ukraine                               | Taka-Karpatia        | Mukateve                   |
|         297 | SHERRI      | RHODES       |      128.67 |            33 |        1 | India                                 | Maharashtra          | Ahmadnagar                 |
|         451 | JIM         | REA          |      128.67 |            33 |        1 | Mexico                                | Sinaloa              | El Fuerte                  |
|         508 | MILTON      | HOWLAND      |      127.75 |            25 |        2 | India                                 | Andhra Pradesh       | Vijayawada                 |
|          45 | JANET       | PHILLIPS     |      127.73 |            27 |        1 | Chile                                 | Antofagasta          | Antofagasta                |
|          32 | AMY         | LOPEZ        |      127.71 |            29 |        1 | India                                 | Uttar Pradesh        | Jhansi                     |
|         253 | TERRY       | CARLSON      |      127.71 |            29 |        1 | Japan                                 | Miyazaki             | Miyakonojo                 |
|         302 | MICHAEL     | SILVERMAN    |      127.71 |            29 |        1 | China                                 | Liaoning             | Tiefa                      |
|         339 | WALTER      | PERRYMAN     |      127.70 |            30 |        2 | China                                 | Henan                | Xinxiang                   |
|         128 | MARJORIE    | TUCKER       |      127.68 |            32 |        1 | Poland                                | Slaskie              | Jastrzebie-Zdrj            |
|         329 | FRANK       | WAGGONER     |      127.68 |            32 |        2 | Bangladesh                            | Dhaka                | Jamalpur                   |
|          38 | MARTHA      | GONZALEZ     |      127.66 |            34 |        1 | Moldova                               | Chisinau             | Chisinau                   |
|         147 | JOANNE      | ROBERTSON    |      127.66 |            34 |        2 | Japan                                 | Saitama              | Urawa                      |
|         206 | TERRI       | VASQUEZ      |      126.73 |            27 |        1 | Brazil                                | Santa Catarina       | Blumenau                   |
|         426 | BRADLEY     | MOTLEY       |      126.73 |            27 |        1 | India                                 | Jharkhand            | Purnea (Purnia)            |
|         284 | SONIA       | GREGORY      |      126.72 |            28 |        1 | Nigeria                               | Edo & Delta          | Benin City                 |
|         515 | ANDRE       | RAPP         |      126.72 |            28 |        1 | Chile                                 | Coquimbo             | Coquimbo                   |
|         565 | JAIME       | NETTLES      |      126.71 |            29 |        2 | Peru                                  | Huanuco              | Hunuco                     |
|         575 | ISAAC       | OGLESBY      |      126.71 |            29 |        2 | Mexico                                | Morelos              | Cuernavaca                 |
|         107 | FLORENCE    | WOODS        |      126.70 |            30 |        1 | Argentina                             | Buenos Aires         | Merlo                      |
|          27 | SHIRLEY     | ALLEN        |      126.69 |            31 |        2 | Philippines                           | Southern Mindanao    | Davao                      |
|         122 | THELMA      | MURRAY       |      126.68 |            32 |        1 | Peru                                  | Lima                 | Lima                       |
|         158 | VERONICA    | STONE        |      126.68 |            32 |        1 | United States                         | North Carolina       | Greensboro                 |
|          19 | RUTH        | MARTINEZ     |      125.76 |            24 |        1 | South Africa                          | Northern Cape        | Kimberley                  |
|         389 | ALAN        | KAHN         |      124.74 |            26 |        1 | China                                 | Sichuan              | Emeishan                   |
|         491 | RICK        | MATTOX       |      124.73 |            27 |        2 | Egypt                                 | al-Daqahliya         | Mit Ghamr                  |
|         400 | BRYAN       | HARDISON     |      124.72 |            28 |        2 | United States                         | Texas                | Dallas                     |
|         388 | CRAIG       | MORRELL      |      124.70 |            30 |        2 | Philippines                           | Southern Tagalog     | Cavite                     |
|         230 | JOY         | GEORGE       |      124.67 |            33 |        2 | Romania                               | Botosani             | Botosani                   |
|         129 | CARRIE      | PORTER       |      124.66 |            34 |        1 | China                                 | Shandong             | Liaocheng                  |
|         166 | LYNN        | PAYNE        |      123.72 |            28 |        1 | Malawi                                | Lilongwe             | Lilongwe                   |
|         268 | NINA        | SOTO         |      123.71 |            29 |        1 | India                                 | Kerala               | Palghat (Palakkad)         |
|         499 | MARC        | OUTLAW       |      123.70 |            30 |        2 | Italy                                 | Apulia               | Brindisi                   |
|          30 | MELISSA     | KING         |      123.66 |            34 |        1 | Taiwan                                | Taipei               | Lungtan                    |
|         510 | BEN         | EASTER       |      122.74 |            26 |        2 | Russian Federation                    | Volgograd            | Kamyin                     |
|         331 | ERIC        | ROBERT       |      122.73 |            27 |        1 | Argentina                             | Santa F              | Santa F                    |
|         276 | BRANDY      | GRAVES       |      122.72 |            28 |        1 | United States                         | Michigan             | Warren                     |
|         163 | CATHY       | SPENCER      |      122.71 |            29 |        1 | Japan                                 | Gifu                 | Kakamigahara               |
|         263 | HILDA       | HOPKINS      |      122.71 |            29 |        1 | Philippines                           | National Capital Reg | Mandaluyong                |
|         260 | CHRISTY     | VARGAS       |      122.69 |            31 |        1 | China                                 | Shanxi               | Datong                     |
|         406 | NATHAN      | RUNYON       |      122.68 |            32 |        1 | Virgin Islands, U.S.                  | St Thomas            | Charlotte Amalie           |
|         241 | HEIDI       | LARSON       |      122.66 |            34 |        2 | China                                 | Hubei                | Xiangfan                   |
|         571 | JOHNNIE     | CHISHOLM     |      121.76 |            24 |        2 | Poland                                | Mazowieckie          | Plock                      |
|         149 | VALERIE     | BLACK        |      121.74 |            26 |        1 | United States                         | Massachusetts        | Brockton                   |
|         356 | GERALD      | FULTZ        |      121.70 |            30 |        2 | India                                 | Madhya Pradesh       | Satna                      |
|         393 | PHILIP      | CAUSEY       |      121.69 |            31 |        1 | Russian Federation                    | Moskova              | Korolev                    |
|         416 | JEFFERY     | PINSON       |      121.69 |            31 |        2 | Pakistan                              | Sind                 | Dadu                       |
|         311 | PAUL        | TROUT        |      120.77 |            23 |        2 | Russian Federation                    | Kursk                | Kursk                      |
|         105 | DAWN        | SULLIVAN     |      120.74 |            26 |        1 | Tuvalu                                | Funafuti             | Funafuti                   |
|         225 | ARLENE      | HARVEY       |      120.74 |            26 |        1 | India                                 | Tamil Nadu           | Ambattur                   |
|         423 | ALFRED      | CASILLAS     |      120.74 |            26 |        2 | Egypt                                 | Sawhaj               | Sawhaj                     |
|         495 | CHARLIE     | BESS         |      120.74 |            26 |        2 | China                                 | Gansu                | Baiyin                     |
|          16 | SANDRA      | MARTIN       |      120.71 |            28 |        2 | United Kingdom                        | England              | Southend-on-Sea            |
|         573 | BYRON       | BOX          |      120.71 |            29 |        1 | Kazakstan                             | Qaraghandy           | Zhezqazghan                |
|         251 | VICKIE      | BREWER       |      120.69 |            31 |        2 | Germany                               | Anhalt Sachsen       | Halle/Saale                |
|         170 | BEATRICE    | ARNOLD       |      119.74 |            26 |        1 | India                                 | Rajasthan            | Udaipur                    |
|         487 | HECTOR      | POINDEXTER   |      119.74 |            26 |        2 | Russian Federation                    | Stavropol            | Pjatigorsk                 |
|         421 | LEE         | HAWKS        |      119.73 |            27 |        1 | India                                 | Tamil Nadu           | Pudukkottai                |
|         262 | PATSY       | DAVIDSON     |      119.72 |            28 |        2 | Ecuador                               | Manab                | Portoviejo                 |
|         173 | AUDREY      | RAY          |      119.71 |            29 |        1 | Austria                               | Steiermark           | Graz                       |
|          23 | SARAH       | LEWIS        |      119.70 |            30 |        2 | Latvia                                | Liepaja              | Liepaja                    |
|         336 | JOSHUA      | MARK         |      119.70 |            30 |        1 | India                                 | Uttar Pradesh        | Rampur                     |
|         340 | PATRICK     | NEWSOM       |      119.69 |            31 |        1 | Vietnam                               | Hanoi                | Hanoi                      |
|         167 | SALLY       | PIERCE       |      119.68 |            32 |        2 | India                                 | Maharashtra          | Chandrapur                 |
|          41 | STEPHANIE   | MITCHELL     |      118.75 |            25 |        1 | Armenia                               | Yerevan              | Yerevan                    |
|         531 | JAMIE       | WAUGH        |      118.75 |            25 |        2 | Japan                                 | Mie                  | Kuwana                     |
|         280 | TRACEY      | BARRETT      |      118.73 |            27 |        2 | Nigeria                               | Ondo & Ekiti         | Owo                        |
|         292 | MISTY       | LAMBERT      |      118.73 |            27 |        2 | United Arab Emirates                  | Sharja               | Sharja                     |
|         266 | NORA        | HERRERA      |      118.72 |            28 |        2 | Austria                               | Salzburg             | Salzburg                   |
|         332 | STEPHEN     | QUALLS       |      118.72 |            28 |        1 | Bangladesh                            | Dhaka                | Dhaka                      |
|         577 | CLIFTON     | MALCOLM      |      118.72 |            27 |        2 | Taiwan                                | Taipei               | Tanshui                    |
|         529 | ERIK        | GUILLEN      |      118.71 |            29 |        2 | India                                 | Andhra Pradesh       | Bhimavaram                 |
|           1 | MARY        | SMITH        |      118.68 |            32 |        1 | Japan                                 | Nagasaki             | Sasebo                     |
|         442 | LEROY       | BUSTAMANTE   |      118.68 |            32 |        1 | China                                 | Inner Mongolia       | Tongliao                   |
|         583 | MARSHALL    | THORN        |      117.77 |            23 |        1 | United Kingdom                        | England              | Southampton                |
|         490 | SAM         | MCDUFFIE     |      117.76 |            24 |        1 | Colombia                              | Boyac                | Sogamoso                   |
|         585 | PERRY       | SWAFFORD     |      117.76 |            24 |        1 | Argentina                             | Buenos Aires         | Quilmes                    |
|         536 | FERNANDO    | CHURCHILL    |      117.75 |            25 |        2 | South Korea                           | Kang-won             | Tonghae                    |
|         240 | MARLENE     | WELCH        |      117.74 |            26 |        1 | Japan                                 | Fukushima            | Iwaki                      |
|         286 | VELMA       | LUCAS        |      117.73 |            27 |        1 | Nigeria                               | Oyo & Osun           | Effon-Alaiye               |
|          14 | BETTY       | WHITE        |      117.72 |            28 |        2 | United States                         | California           | Citrus Heights             |
|         126 | ELLEN       | SIMPSON      |      117.72 |            28 |        1 | Brazil                                | So Paulo             | Po                         |
|         386 | TODD        | TAN          |      117.71 |            29 |        1 | Ukraine                               | Hmelnytskyi          | Kamjanets-Podilskyi        |
|         538 | TED         | BREAUX       |      117.71 |            29 |        2 | China                                 | Jilin                | Baicheng                   |
|          42 | CAROLYN     | PEREZ        |      117.70 |            30 |        2 | Thailand                              | Nonthaburi           | Pak Kret                   |
|         595 | TERRENCE    | GUNDERSON    |      117.70 |            30 |        1 | China                                 | Liaoning             | Jinzhou                    |
|         321 | KEVIN       | SCHULER      |      116.78 |            22 |        1 | Nepal                                 | Central              | Birgunj                    |
|         432 | EDWIN       | BURK         |      116.77 |            23 |        1 | South Africa                          | KwaZulu-Natal        | Newcastle                  |
|         408 | MANUEL      | MURRELL      |      116.70 |            30 |        1 | Sri Lanka                             | Northern             | Jaffna                     |
|         214 | KRISTIN     | JOHNSTON     |      116.69 |            31 |        1 | United States                         | California           | Sunnyvale                  |
|         446 | THEODORE    | CULP         |      116.69 |            31 |        2 | India                                 | West Bengali         | Uluberia                   |
|         254 | MAXINE      | SILVA        |      116.68 |            32 |        2 | Brazil                                | Minas Gerais         | Poos de Caldas             |
|         304 | DAVID       | ROYAL        |      115.74 |            26 |        2 | Peru                                  | Callao               | Callao                     |
|         512 | CECIL       | VINES        |      115.74 |            26 |        1 | United Kingdom                        | Ontario              | London                     |
|          58 | JEAN        | BELL         |      115.73 |            27 |        1 | Malaysia                              | Sarawak              | Kuching                    |
